-0.35556448,0.64176524,4
0.49671566,0.85960495,2
0.8129207,-0.37392855,4
-0.7885405,0.22708535,4
0.10551274,-0.7783065,4
-0.27328932,0.8272425,4
0.11805725,-0.7701216,4
-0.284271,-0.65792227,4
-0.44255745,-0.5872817,2
0.6955863,-0.2594571,4
0.34735453,0.12415683,1
0.21354675,0.23592556,1
0.076132655,0.8807584,4
0.33150506,-0.3647734,4
0.2300942,0.7745905,4
-0.49903274,-0.25136805,4
-0.3150946,0.96422875,4
-0.45269096,0.54889476,3
0.9733679,-0.60367274,4
0.7160498,-0.7044709,3
0.9003595,-0.64394367,3
-0.60330415,-0.4513482,2
0.22400522,0.92236793,4
0.019106865,0.4538846,1
-0.3958727,-0.5053774,4
0.45280457,0.62604916,2
0.1279484,-0.49094772,4
0.07747257,-0.5365696,4
0.70643866,-0.67699325,3
-0.34955168,-0.57661045,4
0.6544199,-0.8075068,3
-0.73719203,0.4306183,3
-0.5708982,0.51314306,3
0.059100866,-0.5038371,4
-0.601563,-0.7351986,2
-0.47148836,-0.33058012,4
0.6651596,0.4571669,2
0.15253282,-0.48158073,4
-0.0041685104,0.26491034,1
-0.36612403,0.27537334,1
0.13139784,-0.31290972,4
-0.48689342,-0.8562026,2
0.5506234,0.48238862,2
-0.08250487,-0.78370273,4
-0.37684965,-0.25047612,1
0.17330086,-0.36894345,1
-0.85015917,-0.42079115,2
-0.13889408,-0.47166765,1
0.15729654,0.75672066,4
-0.70805347,-0.34062874,4
0.7838619,0.5881648,2
-0.13871336,0.81920195,4
-0.9584515,-0.85023105,2
0.1445558,0.6691791,4
-0.44695032,-0.88960886,2
0.043777466,0.4849974,1
0.67241704,-0.09592652,4
-0.24859822,-0.4134047,1
0.7695458,0.18986917,4
0.6858729,-0.28065455,4
0.22069943,-0.79014397,4
-0.63219833,0.78465784,3
0.8960397,0.9903054,2
-0.60259986,0.5052142,3
0.2357719,0.2685355,1
0.7312583,-0.1919905,4
-0.2656467,0.15847147,1
0.15998971,0.8943056,4
0.85598874,0.42553723,2
0.8313738,0.7879031,2
-0.9872974,-0.53410304,2
-0.38380373,-0.3448249,4
-0.13660288,0.546095,4
0.19113708,-0.0058015585,1
0.74225545,-0.9656513,3
0.5817853,-0.9391382,3
-0.27813601,-0.06354141,1
0.59146786,0.8466369,2
0.23551452,-0.05480969,1
-0.9577942,-0.4643879,2
-0.7125968,-0.2091248,4
-0.0773561,-0.4807905,1
0.4093573,0.30265868,4
0.27265835,0.027687788,1
0.72056043,0.14579141,4
0.7130989,-0.5572897,3
-0.56382394,-0.4208145,2
0.043779254,0.35446787,1
0.749498,0.65667987,2
