0.92146325,0.76884085
1.064519,0.9894178
0.8463533,0.8177031
0.80829495,0.9950323
0.9826042,1.2043661
1.0111151,0.871359
0.9793781,1.0061132
0.7657006,0.95436025
0.9906577,0.9851291
1.096735,0.90385866
0.76032585,1.0891899
0.76389456,1.1734798
1.065455,1.192363
0.9894291,0.9697989
0.76358616,0.7986566
0.8668323,1.0758588
0.8615043,0.77743155
0.8524462,1.185779
0.7777769,0.89332885
1.1843094,1.229921
1.1299264,1.1527331
1.246248,1.1289463
0.7681601,0.88225174
1.0545318,0.97910744
0.86251354,1.0277426
0.8890635,0.85831654
0.8483131,1.0620449
0.8910817,0.93507147
1.048078,0.9892925
1.1700418,0.83136785
0.92623043,0.9586195
0.88936096,1.121555
0.9389331,1.1518514
1.1650189,0.8660088
0.8155227,1.1916534
1.2138665,0.7698788
1.2336501,0.858346
1.0264945,0.800464
1.1184886,0.7865592
1.2295454,1.1834817
1.231159,0.89498246
1.0066245,0.9591832
1.0945772,1.0431539
0.7979954,1.2085713
0.80081356,0.9945555
1.0248652,0.9415767
1.0251204,1.2328312
1.1324254,1.1707044
0.9432169,1.0418972
1.1103615,1.1121914
0.77320254,1.136769
1.1940539,1.1629931
0.78740215,0.86240155
1.2332565,0.98588574
0.81614846,0.75654197
1.1170231,0.80063766
1.0813917,0.76996875
0.98880315,0.96962845
0.99734986,0.9254917
1.1689248,0.9886142
1.0852075,1.1742523
0.8134935,1.1437353
1.104012,1.0242965
0.789675,0.8846016
0.7680809,0.99874824
0.89337623,0.939677
1.127892,1.05741
0.80275047,1.0776081
0.8449124,0.9410549
1.1713169,1.1990311
1.2072126,0.9783853
0.9596873,1.044266
0.9609544,1.2145368
0.8721607,1.1787173
0.77967477,0.86157143
1.061268,1.1893859
1.248245,0.8466673
1.2425916,1.1013484
0.8988534,0.80526936
0.9969636,1.2251227
1.0324945,0.8734794
1.2459347,0.83634335
0.979252,0.8171555
1.1579688,0.79397863
1.1649258,0.8618432
0.7612375,1.2373922
0.9389012,0.87663007
0.80856097,1.0948758
0.7899976,1.1116961
0.9106649,1.0549276
0.8026302,0.890718
1.1455377,0.8286586
0.8369911,1.1388882
0.97958136,1.1884502
0.8139967,0.86025
0.93612474,1.0396407
1.1411123,1.1159661
0.9996468,0.84287155
0.9793538,0.7512735
0.8010237,0.89318883
0.85806835,0.8530009
0.9368358,0.9054775
1.2336452,0.8229889
0.9011576,1.0958426
1.2349966,1.1334803
1.0634981,1.0656856
1.074256,0.9979823
0.9941946,1.0340935
0.8401817,0.7813158
0.9964076,0.85845625
1.0566119,0.77312165
1.0500746,0.7807058
1.0341666,1.2241788
1.0512077,0.92403847
0.98320675,1.1602055
0.85353094,0.89333737
0.78566635,1.0356638
0.9977385,0.8416694
0.9463525,1.2143034
0.7759979,0.9092221
0.89712083,0.9841871
1.0004436,0.9129149
1.1041827,0.85469633
1.1693095,1.1218077
0.80676985,0.99006426
0.993381,1.2415285
1.1793058,0.9084274
1.1192436,1.1104925
0.87681353,1.0938692
0.9703235,0.8810246
1.1699898,1.1096913
1.0982323,1.0829871
0.96051824,1.068966
1.1670141,1.1985989
1.1548774,1.1696417
0.8734553,0.88132906
1.0650574,1.1690099
0.8748501,0.9346021
0.8539646,0.99066806
0.85905236,0.99720794
1.0914246,1.1872526
1.1530998,1.2204583
0.78094196,1.1367891
0.94933546,1.140011
0.93793344,1.0186462
1.000215,1.0547372
0.8849849,0.78753495
1.2336497,0.8018815
1.1996198,0.75802594
